student_id,name,background,skills,interests
646,Bob646,Physics,"Java, Cybersecurity, VHDL, C++","Software Development, IoT, Cloud Computing"
647,Nina647,Mathematics,"MATLAB, TensorFlow, R, Python, Arduino","Cybersecurity, Deep Learning"
648,Nina648,Electrical Eng.,"TensorFlow, R, Java, Excel, Statistics","Cybersecurity, IoT"
649,Frank649,IT,"NLP, Statistics, HTML",Automation
650,Grace650,Digital Electronics,"IoT, ML, DL, Power BI, Java","Robotics, Automation"
651,Eva651,Digital Electronics,"Python, Cybersecurity, Verilog, HTML, Power BI","Cybersecurity, Robotics"
652,Frank652,Electrical Eng.,"Arduino, ML","Deep Learning, IoT, Embedded Systems"
653,Charlie653,Physics,"Power BI, NLP, MATLAB, Java",Software Development
654,Paul654,Digital Electronics,"R, Arduino","Deep Learning, Embedded Systems"
655,Ivy655,Business Analytics,"Arduino, JavaScript","Deep Learning, Analytics"
656,Henry656,Mechanical Eng.,"HTML, R, C++",Automation
657,Karen657,Physics,"TensorFlow, ML","Cloud Computing, Deep Learning"
658,Mona658,Electrical Eng.,"CSS, Cloud, IoT, Verilog","Automation, Deep Learning"
659,Tina659,Computer Applications,"JavaScript, Python, ML, Power BI, SQL",Embedded Systems
660,Charlie660,Digital Electronics,"Power BI, R, Cybersecurity, IoT, CSS","Embedded Systems, Data Science"
661,Karen661,Electronics,"HTML, SQL, Python","Machine Learning, Data Science"
662,Jack662,Mechanical Eng.,"VHDL, SQL, R, Cybersecurity","Embedded Systems, Analytics, Software Development"
663,Henry663,Computer Applications,"TensorFlow, ML, R",Machine Learning
664,Diana664,Mathematics,"Verilog, Cloud, MATLAB, Java",Data Science
665,Ivy665,Digital Electronics,"Verilog, TensorFlow, Arduino, SQL, NLP","Cloud Computing, Software Development"
666,Quinn666,Mechanical Eng.,"Arduino, Excel, IoT",Machine Learning
667,Ivy667,Physics,"DL, Excel, IoT","Embedded Systems, Robotics"
668,Eva668,Mathematics,"Excel, DL, TensorFlow",Deep Learning
669,Jack669,Mechanical Eng.,"MATLAB, ML, DL",Robotics
670,Alice670,Computer Applications,"Excel, Java, JavaScript","Data Science, IoT, Cybersecurity"
671,Mona671,Electrical Eng.,"CSS, MATLAB, TensorFlow, Arduino","Cloud Computing, Embedded Systems"
672,Alice672,Physics,"Cybersecurity, DL, IoT","Cloud Computing, AI, VLSI"
673,Sam673,Electrical Eng.,"JavaScript, CSS, SQL",VLSI
674,Mona674,Electronics,"R, Statistics, Python, IoT","Machine Learning, VLSI"
675,Rita675,Computer Applications,"ML, MATLAB","Deep Learning, AI"
676,Henry676,Digital Electronics,"C++, MATLAB, CSS, IoT, SQL","VLSI, IoT, Analytics"
677,Alice677,Physics,"Java, Cybersecurity, R","Data Science, Machine Learning"
678,Eva678,Electrical Eng.,"HTML, Verilog, ML, CSS, Excel",Cloud Computing
679,Grace679,Computer Applications,"Statistics, Arduino, Cybersecurity, Power BI, NLP","Robotics, Deep Learning, Cloud Computing"
680,Sam680,Electronics,"Arduino, Java, DL, NLP, MATLAB",Robotics
681,Diana681,Electrical Eng.,"Power BI, Cybersecurity, Arduino",VLSI
682,Henry682,Electrical Eng.,"Python, Excel, TensorFlow, Verilog",AI
683,Leo683,Mechanical Eng.,"SQL, Power BI, IoT, VHDL","Data Science, Machine Learning"
684,Nina684,Physics,"TensorFlow, JavaScript",Machine Learning
685,Quinn685,Physics,"Power BI, MATLAB",Cybersecurity
686,Tina686,Digital Electronics,"HTML, ML","IoT, VLSI, Automation"
687,Rita687,Computer Science,"IoT, NLP, Verilog","Deep Learning, Embedded Systems, Software Development"
688,Nina688,Mathematics,"Excel, VHDL, DL, JavaScript, R",Robotics
689,Sam689,Physics,"ML, R","Cloud Computing, Software Development, Cybersecurity"
690,Frank690,Mechanical Eng.,"Arduino, CSS, Statistics, R, VHDL","VLSI, Software Development"
691,Karen691,Mathematics,"Cybersecurity, Power BI, JavaScript","Data Science, Deep Learning"
692,Leo692,Computer Science,"R, Power BI, Cloud",Embedded Systems
693,Frank693,Physics,"VHDL, Python, SQL, Cloud","Data Science, Software Development, Deep Learning"
694,Grace694,Mathematics,"Power BI, Excel, Python, CSS",Analytics
695,Diana695,Computer Science,"Java, Cybersecurity, R","Robotics, Embedded Systems"
696,Tina696,Electronics,"C++, Cybersecurity, Cloud, R","Data Science, Deep Learning, Robotics"
697,Sam697,Business Analytics,"Python, VHDL, R, SQL, ML","Machine Learning, Software Development, Cloud Computing"
698,Frank698,Mechanical Eng.,"IoT, NLP, HTML, ML",Cybersecurity
699,Tina699,Digital Electronics,"C++, R, Statistics",AI
700,Frank700,Mechanical Eng.,"Cloud, NLP, DL",AI
701,Tina701,IT,"Cloud, CSS, Statistics, Excel",Automation
702,Frank702,Business Analytics,"TensorFlow, CSS, Arduino","Machine Learning, Deep Learning"
703,Ivy703,Electrical Eng.,"SQL, IoT, ML, HTML, R","Automation, VLSI, Software Development"
704,Leo704,Computer Applications,"ML, Statistics","Automation, Analytics"
705,Henry705,Mathematics,"NLP, C++, Statistics","Embedded Systems, Robotics"
706,Alice706,Physics,"SQL, Statistics",Embedded Systems
707,Mona707,IT,"SQL, Power BI, Java","Analytics, Robotics"
708,Quinn708,Physics,"C++, MATLAB, TensorFlow, JavaScript","Robotics, Data Science, Machine Learning"
709,Mona709,Computer Applications,"Cybersecurity, Statistics, Cloud, HTML, R",VLSI
710,Oscar710,Computer Applications,"Verilog, IoT, MATLAB, DL, C++",Deep Learning
711,Leo711,Electronics,"R, TensorFlow, DL, Cybersecurity, Verilog","Cloud Computing, Embedded Systems"
712,Sam712,Electrical Eng.,"R, NLP","Automation, Cybersecurity"
713,Karen713,Digital Electronics,"Power BI, C++","Embedded Systems, AI, Machine Learning"
714,Grace714,IT,"HTML, TensorFlow, JavaScript",AI
715,Ivy715,Mechanical Eng.,"CSS, Verilog, Power BI, Statistics","Cloud Computing, Data Science, Software Development"
716,Paul716,Business Analytics,"Java, MATLAB, IoT",Robotics
717,Rita717,Computer Applications,"Statistics, NLP, IoT, Cybersecurity, Verilog","IoT, Data Science"
718,Karen718,Electrical Eng.,"HTML, MATLAB, IoT, Arduino","VLSI, AI, Cloud Computing"
719,Rita719,Physics,"HTML, TensorFlow, NLP, R","Cybersecurity, Embedded Systems"
720,Paul720,Mathematics,"Arduino, Statistics, Java, NLP","Software Development, AI, Robotics"
721,Frank721,Electronics,"TensorFlow, HTML",Automation
722,Leo722,Electrical Eng.,"VHDL, Cybersecurity","Cloud Computing, Automation, Embedded Systems"
723,Leo723,Electronics,"R, DL, Power BI, NLP, ML","Cloud Computing, Embedded Systems, Analytics"
724,Quinn724,Mechanical Eng.,"HTML, NLP, Python","Deep Learning, Analytics"
725,Jack725,Physics,"Java, IoT","Machine Learning, Embedded Systems"
726,Tina726,Electrical Eng.,"Power BI, Cybersecurity, IoT","Cloud Computing, Cybersecurity, Software Development"
727,Oscar727,Mathematics,"R, Cybersecurity, IoT, TensorFlow","Automation, Machine Learning"
728,Paul728,IT,"CSS, SQL","AI, Data Science, IoT"
729,Nina729,Electronics,"HTML, SQL, JavaScript, TensorFlow, Statistics","Deep Learning, Machine Learning"
730,Eva730,Physics,"IoT, JavaScript","Automation, Embedded Systems, Deep Learning"
731,Karen731,Physics,"MATLAB, VHDL, CSS, Cloud, Verilog","VLSI, Software Development, Automation"
732,Frank732,Digital Electronics,"Python, ML, MATLAB","Deep Learning, Data Science"
733,Oscar733,Computer Applications,"Power BI, DL, TensorFlow","Cloud Computing, Automation, Deep Learning"
734,Mona734,Digital Electronics,"SQL, NLP, DL, Excel, HTML",Cybersecurity
735,Rita735,Electronics,"VHDL, TensorFlow, Power BI, Cybersecurity, MATLAB","IoT, Software Development, AI"
736,Rita736,Business Analytics,"Verilog, HTML, Python",Automation
737,Charlie737,Mathematics,"Statistics, Python","VLSI, Cloud Computing"
738,Bob738,Business Analytics,"Statistics, R",Deep Learning
739,Leo739,Business Analytics,"R, ML, CSS, DL",IoT
740,Charlie740,Computer Applications,"SQL, NLP, Verilog, Excel, Java","Deep Learning, Data Science, Cybersecurity"
741,Sam741,IT,"Excel, Verilog, TensorFlow, NLP, IoT",Analytics
742,Eva742,Business Analytics,"NLP, Python, R","Automation, Cybersecurity, VLSI"
743,Charlie743,Mathematics,"TensorFlow, NLP",Robotics
744,Jack744,Computer Applications,"Cloud, NLP, Statistics, Java","Cybersecurity, Embedded Systems"
745,Eva745,Electronics,"Cloud, TensorFlow","Embedded Systems, Robotics, AI"
746,Bob746,Computer Applications,"HTML, IoT, C++","Cloud Computing, AI, Data Science"
747,Quinn747,Electrical Eng.,"TensorFlow, Excel, R, HTML, Verilog","Deep Learning, Software Development"
748,Eva748,Physics,"IoT, SQL, ML",Software Development
749,Eva749,Physics,"HTML, VHDL, TensorFlow, C++, Java",VLSI
750,Rita750,Computer Applications,"TensorFlow, Power BI, Java, SQL, Arduino",VLSI
751,Sam751,Computer Science,"DL, Power BI",AI
752,Alice752,Electronics,"Java, Verilog",Analytics
753,Eva753,Mathematics,"TensorFlow, Statistics, JavaScript, MATLAB","Machine Learning, IoT"
754,Alice754,Digital Electronics,"Power BI, SQL, Verilog",Embedded Systems
755,Frank755,Business Analytics,"MATLAB, Python, Excel, ML, Java",Deep Learning
756,Nina756,Mathematics,"IoT, DL","Analytics, Cloud Computing, Machine Learning"
757,Henry757,Mechanical Eng.,"VHDL, IoT","Machine Learning, Software Development"
758,Diana758,Computer Applications,"MATLAB, C++, R, CSS, TensorFlow","Software Development, Robotics, Cybersecurity"
759,Karen759,IT,"Cybersecurity, Java",Deep Learning
760,Oscar760,Physics,"SQL, Verilog","Robotics, IoT, AI"
761,Jack761,Digital Electronics,"DL, Cybersecurity, Excel, Arduino","AI, Embedded Systems, Robotics"
762,Oscar762,Computer Applications,"Excel, TensorFlow, Statistics",Data Science
763,Sam763,Computer Science,"Verilog, Cloud, CSS, Statistics","Machine Learning, IoT, Data Science"
764,Mona764,Electrical Eng.,"ML, Power BI, Java, TensorFlow","Robotics, Software Development"
765,Nina765,Mechanical Eng.,"Excel, Cloud, Arduino","Deep Learning, Embedded Systems, VLSI"
766,Eva766,Digital Electronics,"Python, DL, CSS, JavaScript","Software Development, AI"
767,Ivy767,Computer Science,"SQL, Power BI, Arduino, Statistics, C++","Cybersecurity, Software Development, Analytics"
768,Bob768,Mathematics,"VHDL, Cybersecurity, Python, SQL, HTML","VLSI, Embedded Systems"
769,Bob769,Electrical Eng.,"DL, R","Data Science, IoT, Cloud Computing"
770,Leo770,Electronics,"NLP, JavaScript","Cloud Computing, Data Science, Embedded Systems"
771,Frank771,Business Analytics,"Power BI, NLP","Software Development, Embedded Systems"
772,Charlie772,Business Analytics,"Java, Power BI, Statistics, JavaScript, Verilog",Cybersecurity
773,Ivy773,Mechanical Eng.,"Excel, ML, Cybersecurity, DL","VLSI, Software Development"
774,Diana774,Mathematics,"Java, Verilog, Cybersecurity, IoT, DL","IoT, VLSI, AI"
775,Oscar775,Electronics,"Excel, NLP","AI, Software Development"
776,Bob776,Computer Science,"Statistics, HTML, NLP, Power BI","Cybersecurity, Robotics, Machine Learning"
777,Quinn777,IT,"VHDL, Python",Analytics
778,Frank778,Physics,"MATLAB, NLP","Machine Learning, AI"
779,Tina779,Electronics,"HTML, DL, Excel","Software Development, Embedded Systems, Deep Learning"
780,Diana780,Electrical Eng.,"HTML, Statistics","IoT, AI, Data Science"
781,Ivy781,Mechanical Eng.,"Excel, DL, NLP, ML",Cloud Computing
782,Jack782,Electronics,"SQL, CSS","Machine Learning, Robotics"
783,Henry783,Computer Science,"NLP, Arduino","Embedded Systems, VLSI, Deep Learning"
784,Frank784,Electrical Eng.,"Cybersecurity, Excel, DL, HTML","Embedded Systems, Machine Learning"
785,Frank785,Digital Electronics,"HTML, NLP, DL",Robotics
786,Leo786,Physics,"VHDL, JavaScript, IoT","Automation, Cybersecurity"
787,Oscar787,Computer Science,"SQL, MATLAB",Robotics
788,Paul788,Electronics,"Arduino, DL, Power BI, Statistics, CSS","AI, Automation"
789,Nina789,Computer Applications,"C++, Python, Java, NLP, SQL","AI, Robotics"
790,Mona790,Digital Electronics,"TensorFlow, JavaScript, Statistics",Automation
791,Leo791,Business Analytics,"Cybersecurity, R","IoT, Cloud Computing"
792,Oscar792,IT,"C++, TensorFlow, Cybersecurity, Power BI","Data Science, Analytics, AI"
793,Paul793,Computer Science,"Arduino, Power BI","Data Science, Cybersecurity"
794,Leo794,Physics,"MATLAB, Excel, Statistics, TensorFlow","Cybersecurity, Robotics"
795,Sam795,Business Analytics,"JavaScript, Excel, DL, C++, Power BI","Robotics, VLSI"
796,Oscar796,Electrical Eng.,"Power BI, ML, HTML, Verilog, JavaScript","Cybersecurity, Machine Learning"
797,Jack797,IT,"Verilog, VHDL, Excel, Java, CSS",Robotics
798,Frank798,Electronics,"Power BI, MATLAB",Machine Learning
799,Rita799,Computer Science,"C++, NLP, Cybersecurity, IoT","Robotics, Embedded Systems"
800,Jack800,Mathematics,"Cloud, Statistics, Cybersecurity, Excel",Cybersecurity
801,Rita801,Computer Applications,"JavaScript, Statistics",Cloud Computing
802,Diana802,Digital Electronics,"SQL, C++, CSS","Cloud Computing, Data Science"
803,Tina803,Mathematics,"Statistics, Excel, Arduino, R, CSS",IoT
804,Bob804,Business Analytics,"Excel, Cloud, R, Java","Cloud Computing, Cybersecurity, Machine Learning"
805,Charlie805,Mathematics,"Arduino, Cybersecurity","VLSI, Robotics"
806,Leo806,Electronics,"JavaScript, Verilog, ML","IoT, Robotics, Cloud Computing"
807,Frank807,Mechanical Eng.,"ML, SQL, VHDL, Verilog, Python","VLSI, Machine Learning"
808,Karen808,Business Analytics,"Cloud, Arduino, DL, SQL","Machine Learning, IoT, Analytics"
809,Henry809,Computer Science,"Java, JavaScript, ML, MATLAB","Software Development, Data Science, Cybersecurity"
810,Karen810,IT,"NLP, ML, HTML, DL",IoT
811,Grace811,Computer Science,"Excel, R","AI, Analytics"
812,Grace812,Digital Electronics,"HTML, DL, ML","IoT, Machine Learning, Robotics"
813,Rita813,Electrical Eng.,"Java, Verilog","Robotics, VLSI"
814,Nina814,Business Analytics,"IoT, JavaScript, Verilog","Automation, IoT, Robotics"
815,Charlie815,Physics,"Cloud, HTML, NLP, CSS, Statistics",Software Development
816,Grace816,Electronics,"HTML, CSS, R, Power BI","IoT, VLSI"
817,Leo817,IT,"Java, VHDL","Data Science, Machine Learning, Robotics"
818,Grace818,Mechanical Eng.,"ML, TensorFlow","Software Development, Data Science"
819,Eva819,Mathematics,"Arduino, VHDL, JavaScript, Python, MATLAB","Cloud Computing, Data Science"
820,Nina820,Electrical Eng.,"IoT, NLP","VLSI, AI, Cloud Computing"
821,Diana821,Business Analytics,"C++, IoT",Robotics
822,Grace822,Electronics,"SQL, Statistics","Cloud Computing, Cybersecurity, Analytics"
823,Karen823,Electrical Eng.,"VHDL, ML, Excel",VLSI
824,Alice824,IT,"Python, ML, CSS",Software Development
825,Leo825,Mechanical Eng.,"Cybersecurity, Cloud, Arduino",Machine Learning
826,Diana826,Electrical Eng.,"IoT, Cloud, SQL, CSS, Java","VLSI, Deep Learning, Cybersecurity"
827,Bob827,Electronics,"JavaScript, Cloud, R, Java, IoT","Data Science, VLSI"
828,Sam828,Computer Applications,"C++, TensorFlow",Embedded Systems
829,Ivy829,Mechanical Eng.,"Statistics, JavaScript",Analytics
830,Tina830,Business Analytics,"SQL, CSS","Cybersecurity, Automation, Robotics"
831,Ivy831,Mathematics,"Arduino, JavaScript, Java","AI, Automation"
832,Alice832,Business Analytics,"CSS, Cybersecurity, Java","VLSI, Cloud Computing"
833,Quinn833,Computer Science,"Cloud, Excel","Robotics, Software Development, Deep Learning"
834,Alice834,Digital Electronics,"JavaScript, Arduino","VLSI, Embedded Systems"
835,Henry835,Electronics,"Arduino, MATLAB, Verilog, Power BI, Java","Data Science, Deep Learning, Software Development"
836,Tina836,Electrical Eng.,"Statistics, SQL, CSS","Robotics, Automation"
837,Rita837,Mathematics,"NLP, Cybersecurity, Arduino, C++","Data Science, Embedded Systems, Deep Learning"
838,Paul838,Business Analytics,"C++, SQL, Python, VHDL","Deep Learning, Embedded Systems"
839,Eva839,Mechanical Eng.,"Power BI, C++","Automation, Machine Learning"
840,Mona840,Mathematics,"Cloud, R, NLP, SQL, Verilog","AI, Cloud Computing, Software Development"
841,Mona841,Computer Applications,"IoT, Verilog","Analytics, Robotics, Cloud Computing"
842,Karen842,Mechanical Eng.,"JavaScript, Java, HTML, SQL, Excel",Deep Learning
843,Tina843,Physics,"Python, SQL, Cybersecurity, Java","Analytics, Machine Learning, Deep Learning"
844,Leo844,Digital Electronics,"Python, Cloud, R, ML, SQL","Robotics, Deep Learning"
845,Karen845,Physics,"C++, Python, Power BI, NLP",Software Development
846,Leo846,Computer Science,"Cybersecurity, Verilog, HTML, DL, R","Software Development, Embedded Systems"
847,Nina847,Business Analytics,"DL, Verilog, Cloud","IoT, Deep Learning"
848,Rita848,Electronics,"Statistics, DL, NLP",Automation
849,Rita849,IT,"JavaScript, DL, Statistics","Robotics, Embedded Systems, AI"
850,Nina850,Electronics,"SQL, MATLAB, Power BI, Verilog","Automation, Software Development, AI"
851,Oscar851,Physics,"Python, R",Automation
852,Henry852,Mathematics,"Cloud, DL","VLSI, IoT, AI"
853,Rita853,Mechanical Eng.,"Verilog, Power BI, MATLAB, Java, VHDL","IoT, Machine Learning, Cloud Computing"
854,Alice854,Computer Science,"HTML, NLP, ML, Cybersecurity, Java","IoT, Automation, Embedded Systems"
855,Jack855,Mechanical Eng.,"Python, HTML, TensorFlow, Verilog, JavaScript","Robotics, Analytics, Embedded Systems"
856,Tina856,IT,"NLP, Java, ML, CSS","VLSI, AI"
857,Nina857,Mechanical Eng.,"TensorFlow, Cloud, VHDL, MATLAB, Python",Data Science
858,Paul858,Electronics,"JavaScript, Cybersecurity, Cloud","Automation, Software Development, Machine Learning"
859,Grace859,Electronics,"JavaScript, Verilog, Cybersecurity","Software Development, Robotics"
860,Quinn860,Computer Science,"NLP, TensorFlow, DL, CSS, SQL","Deep Learning, Data Science"
861,Oscar861,Computer Science,"Verilog, MATLAB, Java, TensorFlow","Robotics, Embedded Systems"
862,Nina862,Physics,"CSS, NLP","Cybersecurity, Machine Learning"
863,Mona863,Digital Electronics,"Power BI, CSS, Java, DL",Analytics
864,Oscar864,Electronics,"HTML, Statistics, Python, SQL, IoT","Cloud Computing, Robotics"
865,Jack865,Electronics,"DL, Power BI, Python, Java, Statistics","Embedded Systems, Cybersecurity"
866,Ivy866,Electrical Eng.,"Verilog, NLP, IoT, Power BI, Python","Machine Learning, Deep Learning, Embedded Systems"
867,Tina867,Mechanical Eng.,"IoT, CSS, JavaScript, Cybersecurity, Verilog",Software Development
868,Frank868,Physics,"Java, Cloud, Statistics, R, CSS",Automation
869,Oscar869,Business Analytics,"Cloud, R","Software Development, Automation, Robotics"
870,Grace870,Physics,"Java, MATLAB, Statistics","Cloud Computing, Deep Learning, Automation"
871,Tina871,Mechanical Eng.,"Cloud, Cybersecurity, MATLAB","Software Development, Cloud Computing"
872,Quinn872,Electronics,"HTML, Verilog, Excel, Python",Cybersecurity
873,Henry873,Electronics,"IoT, Java, HTML, ML","Automation, Software Development, Data Science"
874,Frank874,Digital Electronics,"C++, ML",VLSI
875,Leo875,Physics,"ML, HTML",Embedded Systems
876,Leo876,Mathematics,"DL, C++",Cloud Computing
877,Mona877,Business Analytics,"Arduino, HTML","IoT, Deep Learning"
878,Rita878,IT,"SQL, Cloud",Machine Learning
879,Oscar879,Business Analytics,"CSS, Java, Python, TensorFlow, Verilog",Embedded Systems
880,Nina880,Electrical Eng.,"Cybersecurity, Excel, SQL, Python, IoT","Analytics, Cloud Computing, Deep Learning"
881,Henry881,Business Analytics,"HTML, R","Automation, Software Development, Cybersecurity"
882,Nina882,Business Analytics,"SQL, MATLAB","AI, Automation"
883,Jack883,Electronics,"Arduino, CSS, NLP","Cloud Computing, Cybersecurity, Embedded Systems"
884,Grace884,Computer Applications,"Excel, IoT, NLP",Software Development
885,Frank885,Mathematics,"Verilog, CSS","Data Science, Analytics, AI"
886,Sam886,Electrical Eng.,"SQL, Statistics, JavaScript, Power BI","Cloud Computing, Robotics"
887,Nina887,Electronics,"R, DL","Deep Learning, Automation"
888,Leo888,Computer Applications,"Cloud, Power BI","Cybersecurity, Software Development, IoT"
889,Alice889,Electronics,"Java, VHDL, Cybersecurity, Python","Automation, IoT"
890,Bob890,Computer Applications,"MATLAB, JavaScript, HTML, Power BI","Cloud Computing, Cybersecurity"
891,Nina891,Mathematics,"TensorFlow, CSS, Cybersecurity, Statistics, ML","IoT, Embedded Systems, Software Development"
892,Nina892,Physics,"JavaScript, C++, Java, Cloud, MATLAB","AI, Data Science"
893,Oscar893,Computer Science,"Verilog, ML, HTML, MATLAB, IoT","IoT, Cybersecurity"
894,Henry894,Mechanical Eng.,"C++, Java","Machine Learning, AI, VLSI"
895,Eva895,Physics,"SQL, Verilog, Power BI, TensorFlow",Deep Learning
896,Leo896,Mathematics,"SQL, Power BI, Statistics, Python","Automation, VLSI, Cloud Computing"
897,Leo897,Computer Science,"HTML, JavaScript","Machine Learning, Software Development, Robotics"
898,Sam898,Physics,"ML, C++, Cloud","Data Science, Automation, IoT"
899,Rita899,Physics,"ML, Arduino, Python, Excel, CSS","AI, Data Science, VLSI"
900,Mona900,Mechanical Eng.,"HTML, C++, Python",Embedded Systems
901,Henry901,Electronics,"C++, CSS",Cybersecurity
902,Sam902,Business Analytics,"Excel, C++","Software Development, Data Science, AI"
903,Leo903,Electrical Eng.,"NLP, Excel, MATLAB",Cybersecurity
904,Mona904,Electronics,"ML, R, NLP",Automation
905,Mona905,Business Analytics,"DL, VHDL, MATLAB, Arduino",Software Development
906,Frank906,Business Analytics,"SQL, HTML, Cloud, JavaScript, Java",VLSI
907,Quinn907,Digital Electronics,"Excel, Power BI, Python","Robotics, AI"
908,Nina908,Computer Applications,"Cloud, C++, Excel","Software Development, Data Science, Robotics"
909,Karen909,Mathematics,"HTML, CSS","Data Science, Analytics"
910,Eva910,Digital Electronics,"VHDL, SQL",Deep Learning
911,Eva911,Electronics,"CSS, Arduino, MATLAB, Java, JavaScript","IoT, Data Science, Robotics"
912,Quinn912,Computer Applications,"SQL, CSS, VHDL, Verilog, Java","Embedded Systems, Automation"
913,Frank913,Mechanical Eng.,"Cybersecurity, IoT, Statistics","Analytics, Cybersecurity, Software Development"
914,Frank914,Computer Applications,"IoT, R, Power BI, Python","Automation, Robotics"
915,Sam915,Computer Applications,"ML, NLP, Power BI",Analytics
916,Eva916,Electrical Eng.,"DL, C++, JavaScript, Cloud, Statistics","IoT, Machine Learning"
917,Eva917,IT,"Verilog, HTML, VHDL","AI, Embedded Systems, Data Science"
918,Jack918,Mechanical Eng.,"Verilog, TensorFlow, JavaScript","AI, Cloud Computing"
919,Alice919,Business Analytics,"R, NLP, Power BI, HTML, Verilog","Cloud Computing, VLSI"
920,Oscar920,Mathematics,"Cloud, Verilog",Cloud Computing
921,Jack921,IT,"Excel, JavaScript, IoT, VHDL, Statistics","Data Science, AI, Cybersecurity"
922,Grace922,Computer Applications,"Excel, NLP","Software Development, Robotics, AI"
923,Mona923,Physics,"Arduino, Statistics, JavaScript","Machine Learning, Robotics"
924,Alice924,Physics,"HTML, ML, Power BI","Robotics, Data Science, Cloud Computing"
925,Nina925,Electrical Eng.,"IoT, C++, Arduino","Analytics, Data Science"
926,Karen926,Mathematics,"C++, Python, NLP, Verilog, Excel","Data Science, VLSI, Machine Learning"
927,Bob927,Physics,"TensorFlow, Arduino, Java","Software Development, Data Science"
928,Henry928,Mathematics,"ML, MATLAB, Cybersecurity, SQL","Cloud Computing, Data Science"
929,Ivy929,Computer Science,"Cloud, DL, JavaScript, MATLAB",Robotics
930,Bob930,Physics,"Cybersecurity, Arduino, NLP, Statistics",Analytics
931,Grace931,Computer Science,"VHDL, Cybersecurity","Software Development, Robotics"
932,Charlie932,Computer Science,"VHDL, Arduino","Data Science, Robotics, Automation"
933,Quinn933,Computer Applications,"VHDL, SQL, HTML","Analytics, Cloud Computing, Cybersecurity"
934,Rita934,Mechanical Eng.,"DL, Cybersecurity, Excel, Cloud, SQL",Cybersecurity
935,Oscar935,Digital Electronics,"CSS, DL, Power BI","Cybersecurity, VLSI"
936,Mona936,Business Analytics,"Cloud, C++, DL, Statistics",IoT
937,Sam937,Computer Science,"Java, Cybersecurity, ML, MATLAB, Power BI","VLSI, Automation, Data Science"
938,Eva938,Mechanical Eng.,"Python, NLP, Cloud",Software Development
939,Henry939,Business Analytics,"SQL, Arduino, Statistics, MATLAB, Verilog",Analytics
940,Rita940,Electronics,"NLP, Java, Cloud",Cybersecurity
941,Mona941,Electrical Eng.,"JavaScript, Power BI, CSS, NLP","Deep Learning, Software Development, Data Science"
942,Diana942,IT,"HTML, CSS, Power BI","Machine Learning, Embedded Systems, Deep Learning"
943,Rita943,IT,"MATLAB, SQL, Python",Embedded Systems
944,Henry944,Mechanical Eng.,"Power BI, Cloud, Cybersecurity",Robotics
945,Quinn945,Electrical Eng.,"ML, Excel, Java, SQL, Statistics","Embedded Systems, Data Science, Analytics"
946,Jack946,Electronics,"MATLAB, VHDL",VLSI
947,Tina947,Electronics,"HTML, Arduino, MATLAB, Python","Automation, Cybersecurity"
948,Grace948,Physics,"Power BI, TensorFlow, R, CSS","Software Development, Cybersecurity, AI"
949,Oscar949,Mechanical Eng.,"Power BI, Statistics, SQL, MATLAB, TensorFlow",AI
950,Eva950,Electronics,"IoT, Cybersecurity, NLP","Data Science, VLSI"
951,Frank951,IT,"TensorFlow, SQL, JavaScript, MATLAB",Data Science
952,Grace952,Computer Applications,"Python, JavaScript, NLP, HTML",Deep Learning
953,Rita953,IT,"C++, VHDL, Cybersecurity",Cloud Computing
954,Paul954,Computer Science,"JavaScript, Python, Power BI, NLP, CSS","Cloud Computing, IoT, AI"
955,Mona955,Mathematics,"VHDL, DL, ML, R, CSS","Cloud Computing, Software Development, Embedded Systems"
956,Alice956,Physics,"TensorFlow, DL, JavaScript, NLP","Cloud Computing, VLSI, Cybersecurity"
957,Henry957,Mathematics,"HTML, CSS, ML, Statistics, C++","Cybersecurity, VLSI"
958,Rita958,Computer Applications,"NLP, C++","Cloud Computing, Software Development, AI"
959,Nina959,Computer Science,"Statistics, C++, R, Arduino, IoT",Cybersecurity
960,Alice960,Electronics,"VHDL, Python, Cybersecurity, Cloud, Power BI","Cloud Computing, Analytics"
961,Mona961,Computer Science,"CSS, Excel",AI
962,Diana962,Computer Applications,"HTML, Java","AI, Software Development"
963,Charlie963,Computer Applications,"Power BI, Verilog, TensorFlow, C++, Python","Automation, AI"
964,Henry964,Electronics,"Arduino, C++, Power BI","Machine Learning, VLSI"
965,Alice965,Computer Applications,"Statistics, SQL, Verilog",IoT
966,Nina966,Business Analytics,"HTML, Java, VHDL",Embedded Systems
967,Rita967,Digital Electronics,"Java, MATLAB, TensorFlow","Data Science, Embedded Systems, Cybersecurity"
968,Bob968,Computer Applications,"Cybersecurity, NLP, Arduino, MATLAB, Verilog","Cybersecurity, Robotics"
969,Eva969,Electrical Eng.,"NLP, Cloud, Arduino, IoT, MATLAB","Robotics, Automation"
970,Eva970,Electronics,"JavaScript, VHDL, Arduino",Machine Learning
971,Charlie971,IT,"DL, Verilog, ML, Excel, Java","Cybersecurity, Automation, Analytics"
972,Charlie972,Electronics,"R, Excel, Verilog, C++",Robotics
973,Sam973,Physics,"ML, NLP","Data Science, AI"
974,Eva974,Electronics,"ML, IoT",Cloud Computing
975,Jack975,Physics,"C++, SQL, VHDL, Power BI, Cybersecurity",Robotics
976,Paul976,Computer Science,"R, CSS, IoT","VLSI, Embedded Systems"
